n_gram,freq,freq3
never was,261,60
new in,292,60
new jobs,446,60
next top,81,60
night against,129,60
no coincidence,87,60
northern part,66,60
not convinced,211,60
notes in,215,60
nothing will,284,60
now i'll,351,60
now ready,109,60
now's the,68,60
nuclear regulatory,64,60
occupied by,279,60
of attempted,140,60
of cold,294,60
of gross,139,60
of leaving,252,60
of marriage,593,60
of oregon,704,60
of phone,164,60
of society,532,60
of state's,107,60
of washington,561,60
off when,403,60
often used,209,60
oh i'm,404,60
on day,348,60
on is,583,60
on race,180,60
once was,370,60
one about,266,60
one had,427,60
one this,386,60
one told,95,60
one-year anniversary,78,60
opening a,401,60
or another,1239,60
or else,644,60
or going,178,60
or new,356,60
out really,178,60
over if,147,60
paint a,243,60
partners in,301,60
passenger in,115,60
people wanting,77,60
pick a,781,60
pics from,209,60
plans call,63,60
please have,158,60
positive and,422,60
power from,167,60
president in,396,60
pretty cool,1133,60
prevent him,66,60
pro football,183,60
property tax,794,60
qualify as,174,60
question now,102,60
questioned whether,197,60
questions in,272,60
rain and,769,60
ranked as,95,60
reach the,1361,60
really started,160,60
recommended that,264,60
reflecting on,197,60
registered to,159,60
resources in,168,60
respect of,217,60
restraining order,269,60
right this,354,60
roasted red,122,60
romney is,552,60
room to,1318,60
rounds of,411,60
rt want,90,60
runs through,414,60
s going,80,60
said are,233,60
save for,284,60
saw him,867,60
say one,217,60
season you,153,60
security of,229,60
see as,421,60
see through,236,60
she declined,90,60
she heard,334,60
she thinks,620,60
she wore,198,60
she's a,1717,60
sided with,158,60
simplicity of,140,60
smile to,219,60
so cold,434,60
so once,172,60
sometime next,94,60
son is,597,60
sons of,338,60
sounds as,111,60
southern california,1024,60
speak of,501,60
speaking on,313,60
spent at,217,60
sponsors of,118,60
stepping out,119,60
stole my,293,60
story but,490,60
strain of,173,60
students for,318,60
suggestions for,520,60
surprise when,191,60
systems in,202,60
taken place,322,60
taking photos,190,60
teams that,489,60
temporary restraining,61,60
that changed,333,60
that let,215,60
that supposed,66,60
that's ok,459,60
the above,1466,60
the address,411,60
the berlin,150,60
the bills,869,60
the cat,910,60
the cheltenham,76,60
the chest,496,60
the diocese,253,60
the dress,718,60
the edward,82,60
the element,114,60
the happiness,193,60
the healing,303,60
the indian,529,60
the ire,67,60
the layers,236,60
the logistics,109,60
the low,992,60
the mechanics,115,60
the mentally,112,60
the pair,685,60
the patience,194,60
the perimeter,262,60
the provision,188,60
the puck,796,60
the rush,310,60
the samsung,100,60
the sin,163,60
the souls,107,60
the spirits,158,60
the talent,508,60
the tips,241,60
the township,589,60
the triumph,92,60
the unity,113,60
the warning,255,60
the wars,173,60
their faith,264,60
their very,245,60
them which,251,60
then what,543,60
there this,420,60
they called,484,60
they changed,173,60
they returned,140,60
they started,619,60
things happening,254,60
things with,578,60
this line,259,60
this meant,162,60
this she,248,60
those involved,160,60
though because,313,60
three-quarters of,180,60
tie in,145,60
time off,507,60
to blend,303,60
to cause,610,60
to chill,454,60
to clarify,395,60
to demand,338,60
to family,349,60
to interview,554,60
to profit,120,60
to refuse,143,60
to sue,314,60
to train,721,60
to undergo,247,60
tommy lee,79,60
tonight was,415,60
took all,191,60
topic of,534,60
traumatic brain,80,60
trip on,185,60
troops in,223,60
truly is,295,60
try the,1160,60
tug of,75,60
u talking,99,60
u to,813,60
unfortunately i,626,60
us she,266,60
used at,213,60
used some,319,60
view it,257,60
vital part,67,60
wake you,81,60
was cold,232,60
was drafted,218,60
was headed,215,60
was holding,327,60
was packed,244,60
was stopped,250,60
was their,543,60
watched the,1808,60
way as,594,60
we hang,99,60
we invite,105,60
we returned,151,60
we're back,340,60
we're used,60,60
week one,178,60
weird but,265,60
well above,138,60
went very,89,60
were down,359,60
west coast,1341,60
when confronted,103,60
when everything,227,60
while back,452,60
while continuing,69,60
whose district,73,60
with having,253,60
with millions,70,60
with questions,245,60
work full,67,60
would affect,204,60
would certainly,270,60
would remain,249,60
wouldn't surprise,68,60
writing is,650,60
years they,387,60
you move,461,60
you notice,386,60
you stopped,140,60
you're better,146,60
10th in,97,59
a combo,153,59
a disease,289,59
a fee,382,59
a heavy,822,59
a increase,138,59
a leave,84,59
a leg,491,59
a peanut,104,59
a rubber,256,59
a slight,1062,59
a sports,550,59
a thorn,80,59
a toothpick,146,59
about us,765,59
accusing him,63,59
after being,2051,59
after meeting,186,59
after nearly,212,59
after spending,398,59
ago after,279,59
all like,393,59
all throughout,96,59
allows users,61,59
already following,169,59
also do,335,59
also features,236,59
also include,285,59
also plan,86,59
also reported,183,59
am sorry,374,59
am super,164,59
an adaptation,77,59
analysis by,113,59
and co-founder,92,59
and develop,347,59
and food,999,59
and goat,78,59
and helping,459,59
and photos,316,59
and reading,629,59
and red,942,59
and safety,586,59
and vowed,86,59
another member,89,59
another pair,86,59
anymore and,335,59
apologized for,194,59
appreciate what,188,59
are awesome,1021,59
are calling,318,59
are connected,175,59
are long,247,59
aren't allowed,85,59
as successful,103,59
asks me,258,59
assault with,88,59
assistant in,110,59
at fenway,143,59
at house,101,59
at radio,85,59
at stake,562,59
at with,579,59
ate too,75,59
bank in,284,59
batter into,145,59
be following,384,59
be i,870,59
bearing in,66,59
beautiful and,1441,59
because not,136,59
being added,97,59
being sick,508,59
big east,654,59
blog so,260,59
board district,128,59
both teams,602,59
broke the,683,59
bundle of,217,59
business on,205,59
but two,514,59
buy or,184,59
by him,450,59
california highway,72,59
can beat,341,59
can contribute,136,59
can rely,67,59
case has,240,59
centers in,201,59
certainly one,86,59
chair in,175,59
challenge will,131,59
character is,562,59
cheer on,154,59
choose your,261,59
clean water,277,59
closed out,121,59
coincided with,156,59
collected more,69,59
collided with,142,59
confirmed by,171,59
consequences of,537,59
constitutional right,87,59
contracts with,227,59
costs more,104,59
could count,100,59
could give,509,59
country he,180,59
country with,346,59
cracked me,64,59
currently looking,89,59
dad was,482,59
data in,244,59
day hope,178,59
decades to,159,59
decision has,108,59
dedication to,298,59
definitely in,163,59
definitely the,389,59
didn't ask,228,59
discuss how,176,59
dive into,174,59
do try,131,59
do what's,185,59
doing his,328,59
domestic violence,567,59
down because,285,59
during last,189,59
earlier than,443,59
easter to,196,59
elimination of,248,59
energy to,706,59
england and,429,59
enough votes,98,59
enough water,132,59
error of,183,59
every sense,88,59
family at,232,59
family is,1269,59
famous comic,62,59
far one,86,59
fears that,246,59
feeling the,862,59
feet into,80,59
felt more,210,59
fighting the,429,59
find some,937,59
finger on,218,59
first block,87,59
first-round draft,122,59
following looking,59,59
foods that,279,59
for continuing,98,59
for family,355,59
for tickets,311,59
found time,72,59
founder and,359,59
four out,71,59
from scratch,660,59
from so,208,59
from year,76,59
full extent,73,59
full well,130,59
gallon of,287,59
garden in,282,59
get tickets,264,59
get too,679,59
go grocery,61,59
go listen,72,59
goes around,140,59
goes in,342,59
going off,492,59
good one,1906,59
good question,473,59
gosh i,375,59
got there,742,59
gov pat,70,59
governor and,386,59
grand jury,823,59
grand national,253,59
had asked,413,59
had her,736,59
had returned,129,59
hard is,128,59
has learned,317,59
have kept,417,59
having lunch,142,59
he liked,401,59
he manages,80,59
healthy and,821,59
heat from,119,59
her last,552,59
heroes of,133,59
hit him,357,59
holding out,165,59
homeland security,552,59
hopefully that,136,59
hotel on,187,59
hour at,301,59
hours or,396,59
house last,134,59
houses of,209,59
how's everyone,114,59
i lay,334,59
i slept,403,59
i'll start,345,59
i'm confident,151,59
i'm giving,354,59
i'm lucky,255,59
i'm surrounded,63,59
i've started,272,59
id love,83,59
if in,329,59
if to,227,59
image as,128,59
in color,302,59
in dc,1381,59
in education,532,59
in everything,555,59
in exactly,128,59
in honour,62,59
in houston,891,59
in iowa,452,59
in sync,120,59
in webster,81,59
including this,134,59
inclusion in,107,59
india pale,71,59
influence in,226,59
insurance companies,477,59
is clean,178,59
is healthy,263,59
is heating,70,59
is paying,320,59
is precisely,192,59
is reported,120,59
is smaller,108,59
isn't there,297,59
issue has,183,59
it allows,411,59
it belongs,160,59
it make,439,59
it offers,288,59
its list,73,59
johnson said,613,59
johnson university,61,59
jones and,404,59
just of,264,59
just seen,294,59
know from,350,59
know not,287,59
lake of,104,59
last longer,158,59
latest issue,84,59
lawsuit was,93,59
lead at,195,59
lead off,123,59
learning to,953,59
left a,891,59
lets face,61,59
life where,227,59
like for,599,59
little if,105,59
local grocery,84,59
location for,289,59
looked just,86,59
love on,325,59
made famous,94,59
maid of,80,59
main source,67,59
mainly due,60,59
massive amount,63,59
mind body,121,59
mind i,876,59
money can,159,59
months on,197,59
most days,321,59
my bday,468,59
my biggest,617,59
my collection,266,59
my fear,182,59
my understanding,183,59
myself it,170,59
name at,149,59
net loss,113,59
never happen,329,59
night happy,89,59
no arrests,140,59
no end,284,59
not counting,193,59
not heard,288,59
not lead,110,59
not least,442,59
not lost,237,59
not meet,185,59
not tell,369,59
not using,326,59
note in,211,59
note the,758,59
notice me,655,59
now what,833,59
of al,142,59
of grace,316,59
of lying,155,59
of marijuana,468,59
of wisdom,539,59
off this,653,59
offered to,1030,59
old days,415,59
on every,1138,59
on itunes,765,59
on or,621,59
on probation,202,59
once but,335,59
once said,447,59
one world,160,59
ones i,749,59
ones on,176,59
onions and,555,59
only we,222,59
open from,213,59
open with,244,59
opinions on,253,59
or dm,146,59
or tweet,177,59
other one,510,59
over one,292,59
overweight or,77,59
paid million,145,59
partner of,205,59
party tonight,441,59
patron saint,88,59
penn state,989,59
people about,344,59
people is,550,59
photos were,128,59
place like,277,59
player and,699,59
positive impact,122,59
professor in,119,59
purchased at,217,59
push for,465,59
raiders of,64,59
raised million,191,59
ranks among,69,59
reached by,187,59
realized he,190,59
really use,216,59
rear view,81,59
recognized as,257,59
released this,227,59
remembered as,168,59
residents and,615,59
resistance to,264,59
rest is,314,59
right over,233,59
rip maurice,61,59
road on,188,59
rt looks,73,59
run and,1193,59
run-up to,99,59
russia and,240,59
safe place,210,59
said saturday,228,59
said sunday,260,59
said would,270,59
sauce and,783,59
scored a,649,59
season it,286,59
secret of,399,59
send u,210,59
senior year,555,59
settled in,500,59
severe thunderstorm,82,59
shaking my,96,59
she felt,549,59
she finds,336,59
she woke,81,59
should think,157,59
should you,603,59
show but,475,59
showing that,386,59
sights and,131,59
sing in,172,59
sins of,154,59
sitting by,130,59
smile when,170,59
so awesome,895,59
so please,807,59
so sure,441,59
somebody to,299,59
sometimes we,630,59
song that,567,59
sounding like,162,59
soup of,101,59
spend at,127,59
starts this,188,59
stay ahead,73,59
still with,300,59
success at,195,59
sum of,355,59
summed up,251,59
summer is,750,59
sure she,463,59
surprise to,386,59
tearing it,75,59
tells him,342,59
thanks much,191,59
thanks the,382,59
that called,133,59
that failed,130,59
that holds,280,59
that neither,263,59
that opened,246,59
that tend,61,59
that wanted,95,59
that's gonna,130,59
the 9th,532,59
the achievement,147,59
the boards,436,59
the bowels,68,59
the butt,274,59
the catalyst,133,59
the children's,623,59
the countdown,270,59
the duty,128,59
the fee,374,59
the fiesta,115,59
the flood,284,59
the irish,836,59
the izod,75,59
the narrative,440,59
the newest,813,59
the oath,132,59
the pic,525,59
the pungle_me,59,59
the spokesman,142,59
the spurs,634,59
the sunshine,645,59
the surprise,337,59
the technology,723,59
the trio,305,59
the urging,62,59
the well,503,59
the whereabouts,61,59
the whipped,72,59
the workings,62,59
their version,75,59
them before,434,59
them last,158,59
then made,204,59
there shouldn't,65,59
these books,351,59
these have,172,59
they realize,201,59
they're a,645,59
thin slices,109,59
think what,511,59
this aspect,97,59
this difficult,130,59
this led,95,59
this real,127,59
through no,93,59
throws in,121,59
thursday for,230,59
til the,378,59
to a_m,386,59
to document,276,59
to early,374,59
to every,1121,59
to green,206,59
to guide,401,59
to impress,587,59
to please,859,59
to recreate,184,59
to unlock,170,59
today one,155,59
too stupid,98,59
too thank,63,59
training camp,607,59
true nature,112,59
turned down,423,59
turns on,212,59
u if,117,59
uncomfortable with,161,59
urged him,69,59
use coupon,72,59
use that,863,59
visit from,273,59
voice is,690,59
want or,182,59
want that,771,59
wants it,281,59
was associated,61,59
was caught,365,59
was had,109,59
was intrigued,127,59
was served,214,59
was spent,349,59
was tough,288,59
ways of,903,59
we gave,390,59
we hung,102,59
we never,1301,59
we're the,383,59
wednesday by,151,59
week ago,645,59
weekend can't,71,59
well most,98,59
well well,187,59
went so,169,59
were less,194,59
whether you're,332,59
which focuses,67,59
which takes,252,59
whiff of,204,59
who received,276,59
will in,302,59
window in,176,59
window into,116,59
wish u,263,59
with bits,71,59
with homers,97,59
with is,503,59
with photos,167,59
with pool,113,59
wonderful world,106,59
wonders of,170,59
words and,1219,59
work by,505,59
world famous,178,59
world this,271,59
would choose,204,59
would expect,447,59
would listen,112,59
yeah i'm,934,59
year thanks,115,59
yet on,223,59
you called,200,59
you pretty,134,59
you refuse,67,59
you something,570,59
you tweeted,217,59
young to,388,59
your car,872,59
your feet,637,59
your goal,304,59
your idea,192,59
your living,124,59
your looking,105,59
your point,267,59
your talking,113,59
a bachelor,153,58
a biography,91,58
a church,841,58
a compilation,91,58
a dance,568,58
a draft,338,58
a five,267,58
a jump,322,58
a menu,306,58
a packed,211,58
a release,352,58
a ring,506,58
a stay-at-home,94,58
a store,680,58
a suit,414,58
a toast,112,58
a water,557,58
action of,203,58
ad in,154,58
adapt to,271,58
advancing to,92,58
after many,213,58
ahead to,308,58
alone at,188,58
also use,338,58
always talk,114,58
am also,658,58
amounted to,269,58
an outlet,175,58
an overhaul,94,58
and accept,272,58
and coming,537,58
and creates,151,58
and effort,358,58
and garlic,485,58
and gas,687,58
and justin,280,58
and might,369,58
and power,662,58
and rightly,78,58
answer your,217,58
any case,509,58
any hope,98,58
any sign,71,58
anything better,136,58
are bigger,134,58
are both,1390,58
are done,668,58
are fighting,282,58
are obsessed,70,58
are taught,161,58
are watching,396,58
area near,123,58
as just,283,58
as trustees,60,58
at quail,66,58
atlantic city,893,58
back this,423,58
baltimore grand,59,58
band and,644,58
be defined,170,58
be fooled,152,58
be provided,291,58
be useful,308,58
beaten to,85,58
been criticized,126,58
black pepper,454,58
blog that,338,58
book has,296,58
bridge the,238,58
bringing up,165,58
but mostly,498,58
but never,1624,58
but seriously,474,58
but you'll,377,58
by phone,548,58
by reason,70,58
by with,327,58
can even,729,58
can ever,376,58
cannot tell,124,58
carry on,696,58
chalk it,59,58
change a,470,58
characters from,165,58
chicago police,162,58
chosen as,159,58
chris and,240,58
chuck e,80,58
city police,445,58
clean out,224,58
climb out,81,58
coach jeff,134,58
coincides with,130,58
comes along,237,58
comes close,96,58
complying with,123,58
conditions in,217,58
cook on,176,58
couldn't see,391,58
critics say,225,58
day they,602,58
de la,812,58
deal on,346,58
design team,767,58
did something,493,58
died from,361,58
district which,249,58
doesn't show,185,58
dogs in,216,58
doom and,84,58
door on,180,58
drawing for,162,58
dressed like,153,58
drive up,276,58
during rush,61,58
early as,646,58
eat at,452,58
eat too,90,58
element in,163,58
employees who,444,58
enable them,60,58
ending of,162,58
engaging in,438,58
equivalent to,342,58
event on,415,58
every six,104,58
every three,219,58
everyone would,229,58
everything he,594,58
everything possible,95,58
explains a,77,58
extended spring,75,58
fact they,359,58
fake fake,70,58
fallen off,114,58
fallen out,90,58
fallout from,129,58
family as,298,58
family i,702,58
far worse,158,58
favorite parts,86,58
feature in,206,58
feel they,280,58
figured that,328,58
film about,273,58
finally back,198,58
first five,389,58
first foray,74,58
first four,450,58
first rule,86,58
for 1st,157,58
for introducing,116,58
for mayor,337,58
for tuning,65,58
forth in,183,58
free food,297,58
free speech,425,58
fresh lemon,85,58
friends about,240,58
game from,250,58
garden of,267,58
general paula,61,58
get after,133,58
get carried,64,58
girl is,886,58
global warming,728,58
goals this,106,58
goes something,61,58
good thank,76,58
granite city,518,58
grilled cheese,454,58
group for,387,58
guilty of,926,58
hand for,269,58
has fallen,526,58
has met,198,58
have dinner,192,58
have watched,281,58
having been,796,58
having me,298,58
he always,937,58
he realized,243,58
he's like,225,58
healthy enough,74,58
help make,445,58
helps us,303,58
her arms,321,58
her brother,553,58
her how,281,58
her more,252,58
her mouth,482,58
his client,569,58
his girlfriend,683,58
his goal,264,58
his personal,533,58
hold my,391,58
hour away,147,58
house committee,160,58
how amazing,255,58
i been,1297,58
i purchased,359,58
i removed,123,58
i searched,192,58
i settled,138,58
i showed,402,58
i'll continue,91,58
i'm an,946,58
i'm calling,243,58
i'm mad,272,58
i'm praying,123,58
i'm right,314,58
i'm running,343,58
i've given,185,58
ignore the,726,58
ill give,155,58
illinois department,59,58
im glad,308,58
in brooklyn,820,58
in columbus,603,58
in conflict,113,58
in huntington,87,58
in league,189,58
in plenty,70,58
in rhode,59,58
in under,363,58
in up,169,58
in we,662,58
income tax,855,58
information for,362,58
inserted in,105,58
inspires me,178,58
interest to,438,58
into thinking,206,58
investigated by,106,58
is broken,501,58
is cooperating,75,58
is easily,267,58
is every,309,58
is littered,59,58
issues and,933,58
it adds,270,58
it good,499,58
it need,138,58
it occurs,116,58
it other,86,58
it scares,91,58
it's how,261,58
its most,491,58
its up,83,58
its use,197,58
jobs to,440,58
jumping off,152,58
june and,644,58
just more,392,58
just ready,102,58
keeping in,142,58
kinda want,88,58
lana del,89,58
largely due,59,58
later she,349,58
lay off,278,58
lead on,281,58
leader and,350,58
leaving a,573,58
less important,132,58
lied to,418,58
life she,429,58
little interest,92,58
lived at,141,58
looking good,713,58
looking over,227,58
lost and,576,58
lost some,184,58
loving this,432,58
lunch on,182,58
makes everything,200,58
making new,160,58
making plans,159,58
making such,117,58
manages to,642,58
mark my,100,58
marked by,346,58
me lol,1476,58
means there,138,58
meeting on,425,58
meetings with,369,58
members who,554,58
million at,141,58
million on,377,58
more efficient,433,58
more hours,500,58
more quickly,317,58
morning how,147,58
morris county,415,58
most proud,75,58
move through,130,58
my attention,716,58
my junior,89,58
my quest,102,58
my top,561,58
my vote,392,58
myself because,140,58
nearly the,204,58
need in,364,58
new head,121,58
new web,133,58
news out,79,58
no going,76,58
no words,290,58
not difficult,90,58
not listen,81,58
not release,148,58
not surprisingly,290,58
now go,470,58
of credit,349,58
of major,414,58
of putting,439,58
of summer,851,58
offended by,207,58
office declined,70,58
old you,170,58
on other,994,58
on planet,88,58
one group,222,58
opening up,461,58
or both,553,58
others are,1112,58
our list,193,58
our right,88,58
out why,599,58
over but,477,58
overshadowed by,154,58
p_m march,236,58
page in,208,58
passed in,349,58
past i,317,58
past the,1885,58
pending the,144,58
people use,322,58
phone and,1216,58
place you,382,58
places that,469,58
play an,234,58
players will,233,58
plays a,680,58
point but,485,58
poised creation,310,58
pride in,487,58
printed on,243,58
problems at,174,58
problems of,331,58
provision in,98,58
pushed for,215,58
question if,223,58
quick look,104,58
quite different,217,58
raises the,269,58
reached at,213,58
really impressed,141,58
really pleased,105,58
rebounds for,104,58
records of,296,58
regional high,64,58
registered with,101,58
remember is,186,58
remember it,586,58
remember to,1294,58
reported on,296,58
reporter for,122,58
reporters after,108,58
republican on,72,58
required for,407,58
residential and,118,58
return from,290,58
richness of,108,58
robert louis,76,58
roll in,226,58
rose on,115,58
rt welcome,107,58
safe from,210,58
san fernando,84,58
sat out,232,58
say enough,158,58
second phase,120,58
security at,138,58
shake things,59,58
should talk,197,58
shows at,187,58
shutting down,320,58
significant part,73,58
significant portion,60,58
significant role,83,58
signing with,161,58
six weeks,691,58
sleep for,336,58
slow and,439,58
small enough,105,58
so happens,131,58
so high,433,58
so where,424,58
some research,287,58
somebody needs,65,58
songs such,58,58
spain and,292,58
spend an,197,58
spent two,218,58
split into,153,58
squeeze in,174,58
st petersburg,315,58
stability of,119,58
stand for,717,58
status in,185,58
still haven't,660,58
still he,280,58
still there,809,58
story it,291,58
story that,903,58
student who,412,58
study for,389,58
stuff from,268,58
sure is,518,58
sweetened condensed,59,58
taxes for,255,58
technology in,272,58
telling him,407,58
that america,180,58
that before,663,58
that brought,505,58
that explains,256,58
that given,132,58
that really,1593,58
that sometimes,611,58
that thanks,217,58
that tried,76,58
thats how,251,58
the accident,789,58
the al,398,58
the bergen,76,58
the bombing,145,58
the brains,144,58
the cia,371,58
the coaches,499,58
the cult,145,58
the deepwater,61,58
the drug,1101,58
the emotions,293,58
the expectation,185,58
the fallout,152,58
the flight,692,58
the landscape,552,58
the license,259,58
the minister,235,58
the model,616,58
the motivation,227,58
the outline,137,58
the ownership,140,58
the piano,522,58
the prize,625,58
the quantity,111,58
the ravens,1033,58
the rigors,60,58
the sensitivity,79,58
the sights,175,58
the special,1259,58
the station,1007,58
the supporting,136,58
the teaching,198,58
the trap,271,58
the violence,587,58
the wealthy,469,58
their daily,197,58
them away,445,58
then after,362,58
then let,275,58
then move,161,58
there doesn't,116,58
there's got,59,58
they trying,62,58
thing when,306,58
things work,219,58
thinking too,86,58
third day,227,58
this challenge,624,58
this make,164,58
this photo,557,58
this thank,68,58
this video,648,58
this won't,157,58
though in,280,58
thought it'd,71,58
thoughts about,359,58
through jesus,100,58
tie it,248,58
time would,197,58
to accompany,280,58
to center,313,58
to clinch,98,58
to complement,146,58
to dozens,62,58
to dry,556,58
to florida,675,58
to forge,150,58
to is,549,58
to southern,144,58
to stretch,424,58
to verify,285,58
today hope,240,58
told of,192,58
tomorrow in,380,58
totally forgot,190,58
touched by,248,58
trials and,212,58
u do,1004,58
u give,135,58
u should,714,58
under one,166,58
us the,2229,58
view that,353,58
vote no,143,58
wait there's,98,58
walking up,162,58
want all,236,58
was bigger,91,58
was filmed,179,58
was honored,225,58
was saying,549,58
was sick,420,58
was sworn,73,58
watched a,644,58
water at,213,58
we're a,680,58
we've never,260,58
weekend as,221,58
were removed,142,58
west virginia,727,58
what felt,66,58
what's better,100,58
where its,191,58
which oversees,129,58
which the,3915,58
who scored,295,58
who signed,265,58
who to,458,58
who watched,160,58
will deal,79,58
will this,424,58
with mom,256,58
withdrew from,103,58
work done,691,58
would feel,430,58
would wake,81,58
would win,373,58
wouldn't do,285,58
wounded in,148,58
year due,63,58
year later,564,58
you me,267,58
you've been,1871,58
you've heard,256,58
your breath,303,58
your interest,211,58
your little,474,58
yum yum,193,58
a base,506,57
a brilliant,702,57
a destination,318,57
a distinction,115,57
a dm,503,57
a fat,564,57
a modicum,57,57
a pat,93,57
a patch,124,57
a pitcher,339,57
a pregnant,153,57
a presence,173,57
a sight,147,57
a smiley,76,57
a stanley,61,57
a talk,402,57
a three,488,57
above is,351,57
account to,333,57
action is,482,57
activities in,201,57
actually pretty,244,57
advice is,209,57
again after,396,57
almost had,134,57
almost out,87,57
also could,283,57
also happened,65,57
also makes,414,57
also took,342,57
always smile,90,57
american journal,57,57
americans who,323,57
an acquired,64,57
an atmosphere,146,57
and benefits,438,57
and caring,217,57
and dinner,579,57
and figuring,69,57
and gets,577,57
and harder,145,57
and heart,377,57
and hold,567,57
and nine,396,57
and provides,273,57
and spirit,280,57
and spoke,237,57
any team,250,57
anybody out,69,57
apart in,179,57
apparently it,199,57
approached by,201,57
approve of,276,57
are focusing,80,57
are growing,377,57
are linked,122,57
are other,829,57
aren't in,226,57
as interesting,104,57
as reported,124,57
aside to,222,57
asked a,483,57
at point,138,57
available through,184,57
awarded to,202,57
away so,348,57
bad habit,138,57
band at,171,57
banned from,269,57
be banned,155,57
be located,212,57
be over,1076,57
beach in,334,57
because as,468,57
been even,140,57
been identified,232,57
been paying,146,57
begin the,490,57
below are,315,57
better luck,141,57
between january,61,57
between march,68,57
blue eyes,309,57
bow down,94,57
brands such,58,57
brought home,257,57
brought them,252,57
but aside,57,57
but next,139,57
but plenty,72,57
but u,626,57
buy health,64,57
by but,245,57
by thousands,75,57
california public,97,57
can email,182,57
can really,772,57
can't speak,170,57
canada and,377,57
cant help,126,57
captain america,540,57
cause them,75,57
cbs million,76,57
challenge in,268,57
cheaper than,360,57
cheer for,238,57
cheering for,286,57
children have,425,57
chocolate peanut,58,57
choose from,795,57
christ jesus,304,57
christmas this,99,57
cited in,125,57
close look,74,57
coaches and,448,57
come one,116,57
communicate with,456,57
complained to,180,57
completed in,316,57
constitution of,100,57
could continue,143,57
couldn't put,152,57
country that,517,57
crazy enough,81,57
culture and,785,57
current fiscal,71,57
cute i,375,57
damage caused,72,57
damage in,198,57
data on,349,57
daughter in,226,57
decided against,148,57
department at,285,57
department said,506,57
deputy attorney,57,57
deserve the,295,57
detract from,98,57
did more,148,57
director pos,57,57
directors of,149,57
discuss the,1120,57
do no,334,57
dollars for,346,57
down like,239,57
down more,164,57
dreaming of,361,57
early and,1006,57
eat ice,59,57
effectiveness of,263,57
efforts to,2211,57
eight or,123,57
especially given,109,57
exit from,105,57
faces charges,84,57
fail to,1025,57
families with,276,57
family or,342,57
family with,292,57
fan in,238,57
fans have,319,57
favorite song,577,57
feb in,184,57
federal stimulus,150,57
feet off,82,57
field and,1034,57
final four,980,57
final stages,68,57
finally in,231,57
first baptist,67,57
first nine,137,57
first order,104,57
five hits,209,57
five times,547,57
five to,292,57
fled the,204,57
focused more,62,57
food stamps,310,57
football in,174,57
for goodness,80,57
force behind,132,57
fourth and,267,57
friends are,1191,57
from january,177,57
frustrated by,170,57
full responsibility,89,57
fun this,210,57
function as,163,57
game would,145,57
gift of,856,57
go buy,296,57
god did,130,57
gone and,588,57
got married,445,57
got most,66,57
gov mitch,57,57
great looking,121,57
great resource,163,57
great win,277,57
group at,227,57
guest on,197,57
ha i,787,57
had died,400,57
had last,211,57
happen if,445,57
happy in,252,57
has proposed,237,57
have declined,136,57
have discovered,278,57
have issues,175,57
have of,343,57
have run,308,57
he helped,475,57
he plays,608,57
he's no,151,57
hear of,308,57
help it,681,57
helps a,109,57
her away,141,57
high of,458,57
him after,387,57
himself at,158,57
his approach,164,57
his attempt,81,57
his belief,116,57
his promise,143,57
his two,619,57
holiday season,891,57
home when,369,57
homes for,278,57
i beg,186,57
i colored,194,57
i gonna,212,57
i notice,294,57
i stared,101,57
i'd do,439,57
i'd take,263,57
i'll come,283,57
i'll work,114,57
i'm amazed,153,57
i'm better,151,57
i've listened,60,57
ill let,105,57
illinois state,255,57
im sure,344,57
image from,215,57
imagine that,766,57
in baton,60,57
in east,770,57
in eastern,369,57
in illinois,545,57
in knowing,182,57
in rocky,89,57
in spanish,649,57
in yourself,325,57
income in,158,57
increasing the,423,57
into such,114,57
is counting,86,57
is fucked,81,57
is lower,132,57
is messed,60,57
is serious,232,57
it boils,68,57
it illegal,98,57
it sad,106,57
it speaks,138,57
it tasted,210,57
it's looking,177,57
it's unfortunate,129,57
its commitment,70,57
its roots,152,57
jersey department,58,57
journey of,388,57
jumped up,150,57
just cause,341,57
just fell,223,57
just gonna,538,57
just may,172,57
karma is,128,57
keep checking,147,57
kids want,78,57
know at,262,57
knowing full,57,57
lady gaga,648,57
last fiscal,60,57
law on,190,57
left is,354,57
legend has,72,57
legend of,224,57
like you've,231,57
live happily,75,57
lives for,235,57
lol are,84,57
lol love,219,57
looking ahead,146,57
loosely based,64,57
love justin,110,57
lower interest,79,57
luckily i,355,57
make lots,65,57
makes fun,59,57
makes this,567,57
man what,195,57
may think,328,57
may wish,74,57
mayor rahm,75,57
me after,541,57
members at,167,57
messing with,326,57
million less,101,57
minutes depending,62,57
moment that,398,57
monday for,298,57
money money,138,57
months at,185,57
months for,283,57
movie and,816,57
movie night,292,57
much if,290,57
much larger,348,57
much with,244,57
my belly,330,57
my childhood,682,57
my clothes,466,57
my part,513,57
never understood,182,57
new breed,69,57
no connection,112,57
no harm,220,57
no he,504,57
not ashamed,130,57
not asking,172,57
not attend,168,57
not capable,61,57
not everything,296,57
not surprised,469,57
not unlike,230,57
not until,409,57
now or,485,57
of america's,570,57
of american,1557,57
of anger,244,57
of catching,123,57
of central,351,57
of common,258,57
of duty,531,57
of gold,568,57
of guy,333,57
of northeast,140,57
of pounds,211,57
of speech,382,57
of super,224,57
of truth,456,57
